chemin,class,methode,methode_LOC,methode_CLOC,methode_DC,CC,methode_BC,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,getTitleAnchor,3,,,1,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,getMaxWidth,3,,,1,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,setMaxWidth_double,4,,,1,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,getMaxHeight,3,,,1,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,setMaxHeight_double,4,,,1,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,draw_Graphics2D_XYPlot_Rectangle2D_ValueAxis_ValueAxis_rendererIndex,_info,,,NaN,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,equals_Object,31,,,1,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,hashCode,11,,,1,,,
javaProjects\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation,clone,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,Font__Font.PLAIN,,,,NaN,,,
javaProjects\chart\axis\Axis.java,Axis,BasicStroke,2,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,"Font_""SansSerif""",_1,,,NaN,,,
javaProjects\chart\axis\Axis.java,Axis,BasicStroke,2,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,Axis_String,26,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,isVisible,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setVisible_boolean,6,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,getLabel,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setLabel_String,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getAttributedLabel,7,,,3,,,
javaProjects\chart\axis\Axis.java,Axis,setAttributedLabel_String,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setAttributedLabel_AttributedString,8,,,3,,,
javaProjects\chart\axis\Axis.java,Axis,createAttributedLabel_String,8,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,getLabelFont,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setLabelFont_Font,7,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,getLabelPaint,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setLabelPaint_Paint,5,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getLabelInsets,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setLabelInsets_RectangleInsets,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setLabelInsets_RectangleInsets_boolean,9,,,3,,,
javaProjects\chart\axis\Axis.java,Axis,getLabelAngle,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setLabelAngle_double,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getLabelLocation,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setLabelLocation_AxisLabelLocation,5,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,isAxisLineVisible,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setAxisLineVisible_boolean,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getAxisLinePaint,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setAxisLinePaint_Paint,5,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getAxisLineStroke,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setAxisLineStroke_Stroke,5,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,isTickLabelsVisible,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickLabelsVisible_boolean,6,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,isMinorTickMarksVisible,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setMinorTickMarksVisible_boolean,6,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,getTickLabelFont,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickLabelFont_Font,7,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,getTickLabelPaint,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickLabelPaint_Paint,5,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getTickLabelInsets,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickLabelInsets_RectangleInsets,7,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,isTickMarksVisible,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickMarksVisible_boolean,6,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,getTickMarkInsideLength,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickMarkInsideLength_float,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getTickMarkOutsideLength,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickMarkOutsideLength_float,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getTickMarkStroke,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickMarkStroke_Stroke,7,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,getTickMarkPaint,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setTickMarkPaint_Paint,5,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getMinorTickMarkInsideLength,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setMinorTickMarkInsideLength_float,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getMinorTickMarkOutsideLength,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setMinorTickMarkOutsideLength_float,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getPlot,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setPlot_Plot,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getFixedDimension,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,setFixedDimension_double,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,configure,1,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,reserveSpace_Graphics2D_Plot_Rectangle2D_edge,AxisSpace,,,NaN,,,
javaProjects\chart\axis\Axis.java,Axis,draw_Graphics2D_double_Rectangle2D_Rectangle2D_RectangleEdge_plotState,,,NaN,,,,
javaProjects\chart\axis\Axis.java,Axis,refreshTicks_Graphics2D_AxisState_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\Axis.java,Axis,createAndAddEntity_double_AxisState_Rectangle2D_RectangleEdge_plotState,,,NaN,,,,
javaProjects\chart\axis\Axis.java,Axis,addChangeListener_AxisChangeListener,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,removeChangeListener_AxisChangeListener,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,hasListener_EventListener,4,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,notifyListeners_AxisChangeEvent,8,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,fireChangeEvent,3,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,getLabelEnclosure_Graphics2D_RectangleEdge,31,,,6,,,
javaProjects\chart\axis\Axis.java,Axis,labelLocationX_AxisLabelLocation_Rectangle2D,,,NaN,,,,
javaProjects\chart\axis\Axis.java,Axis,labelLocationY_AxisLabelLocation_Rectangle2D,,,NaN,,,,
javaProjects\chart\axis\Axis.java,Axis,labelAnchorH_AxisLabelLocation,12,,,4,,,
javaProjects\chart\axis\Axis.java,Axis,labelAnchorV_AxisLabelLocation,12,,,4,,,
javaProjects\chart\axis\Axis.java,Axis,drawLabel_String_Graphics2D_Rectangle2D_Rectangle2D_RectangleEdge_state,,,NaN,,,,
javaProjects\chart\axis\Axis.java,Axis,drawAttributedLabel_AttributedString_Graphics2D_Rectangle2D_Rectangle2D_edge,_state,,,NaN,,,
javaProjects\chart\axis\Axis.java,Axis,drawAxisLine_Graphics2D_double_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\Axis.java,Axis,clone,8,1,0.125,1,0.125,,
javaProjects\chart\axis\Axis.java,Axis,equals_Object,84,,,27,,,
javaProjects\chart\axis\Axis.java,Axis,hashCode,7,,,2,,,
javaProjects\chart\axis\Axis.java,Axis,writeObject_ObjectOutputStream,1,,,1,,,
javaProjects\chart\axis\Axis.java,Axis,readObject_ObjectInputStream,1,,,1,,,
javaProjects\chart\axis\AxisCollection.java,AxisCollection,AxisCollection,6,,,1,,,
javaProjects\chart\axis\AxisCollection.java,AxisCollection,getAxesAtTop,3,,,1,,,
javaProjects\chart\axis\AxisCollection.java,AxisCollection,getAxesAtBottom,3,,,1,,,
javaProjects\chart\axis\AxisCollection.java,AxisCollection,getAxesAtLeft,3,,,1,,,
javaProjects\chart\axis\AxisCollection.java,AxisCollection,getAxesAtRight,3,,,1,,,
javaProjects\chart\axis\AxisCollection.java,AxisCollection,add_Axis_RectangleEdge,2,,,6,,,
javaProjects\chart\axis\AxisLocation.java,AxisLocation,getOpposite,3,,,1,,,
javaProjects\chart\axis\AxisLocation.java,AxisLocation,getOpposite_AxisLocation,15,,,6,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,AxisSpace,6,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,getTop,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,setTop_double,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,getBottom,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,setBottom_double,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,getLeft,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,setLeft_double,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,getRight,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,setRight_double,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,add_double_RectangleEdge,18,,,6,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,ensureAtLeast_AxisSpace,6,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,ensureAtLeast_double_RectangleEdge,27,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,shrink_Rectangle2D_Rectangle2D,12,,,2,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,expand_Rectangle2D_Rectangle2D,12,,,2,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,reserved_Rectangle2D_RectangleEdge,26,,,5,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,clone,3,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,equals_Object,22,,,7,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,hashCode,12,,,1,,,
javaProjects\chart\axis\AxisSpace.java,AxisSpace,toString,4,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,AxisState,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,AxisState_double,4,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,getCursor,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,setCursor_double,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,moveCursor_double_RectangleEdge,19,,,6,,,
javaProjects\chart\axis\AxisState.java,AxisState,cursorUp_double,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,cursorDown_double,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,cursorLeft_double,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,cursorRight_double,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,getTicks,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,setTicks_List<ValueTick>,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,getMax,3,,,1,,,
javaProjects\chart\axis\AxisState.java,AxisState,setMax_double,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,CategoryAxis,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,CategoryAxis_String,14,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getLowerMargin,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setLowerMargin_double,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getUpperMargin,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setUpperMargin_double,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryMargin,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setCategoryMargin_double,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getMaximumCategoryLabelLines,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setMaximumCategoryLabelLines_int,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getMaximumCategoryLabelWidthRatio,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setMaximumCategoryLabelWidthRatio_float,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryLabelPositionOffset,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setCategoryLabelPositionOffset_int,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryLabelPositions,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setCategoryLabelPositions_CategoryLabelPositions,5,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getTickLabelFont_Comparable,1,1,0.1,3,0.33333335,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setTickLabelFont_Comparable_Font,1,,,3,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getTickLabelPaint_Comparable,1,1,0.1,3,0.33333335,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,setTickLabelPaint_Comparable_Paint,1,,,3,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,addCategoryLabelToolTip_Comparable_String,5,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryLabelToolTip_Comparable,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,removeCategoryLabelToolTip_Comparable,6,,,2,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,clearCategoryLabelToolTips,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,addCategoryLabelURL_Comparable_String,5,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryLabelURL_Comparable,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,removeCategoryLabelURL_Comparable,6,,,2,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,clearCategoryLabelURLs,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryJava2DCoordinate_CategoryAnchor_int_int_Rectangle2D_edge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryStart_int_int_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryMiddle_int_int_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryEnd_int_int_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategoryMiddle_Comparable_List_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategorySeriesMiddle_Comparable_Comparable_CategoryDataset_double_area,_edge,,,NaN,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,getCategorySeriesMiddle_int_int_int_int_double_area,_edge,,,NaN,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,calculateCategorySize_int_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,calculateCategoryGapSize_int_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,reserveSpace_Graphics2D_Plot_Rectangle2D_RectangleEdge_AxisSpace,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,configure,4,1,0.25,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,draw_Graphics2D_double_Rectangle2D_Rectangle2D_RectangleEdge_plotState,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,drawCategoryLabels_Graphics2D_Rectangle2D_Rectangle2D_RectangleEdge_AxisState_plotState,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,refreshTicks_Graphics2D_AxisState_Rectangle2D_RectangleEdge,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,drawTickMarks_Graphics2D_double_Rectangle2D_RectangleEdge_AxisState,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,createLabel_Comparable_float_RectangleEdge_Graphics2D,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,calculateTextBlockWidth_TextBlock_CategoryLabelPosition_Graphics2D,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,calculateTextBlockHeight_TextBlock_CategoryLabelPosition_Graphics2D,,,NaN,,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,clone,8,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,equals_Object,45,,,14,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,hashCode,3,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,writeObject_ObjectOutputStream,4,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,readObject_ObjectInputStream,1,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,readPaintMap_ObjectInputStream,1,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,writePaintMap_Map_ObjectOutputStream,1,,,1,,,
javaProjects\chart\axis\CategoryAxis.java,CategoryAxis,equalPaintMaps_Map_Map,16,,,4,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,CategoryLabelPosition,4,,,1,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,CategoryLabelPosition_RectangleAnchor_TextBlockAnchor,,,NaN,,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,CategoryLabelPosition_RectangleAnchor_TextBlockAnchor_CategoryLabelWidthType_widthRatio,,,NaN,,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,CategoryLabelPosition_RectangleAnchor_TextBlockAnchor_TextAnchor_angle,_widthType,_widthRatio,,,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,getCategoryAnchor,3,,,1,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,getLabelAnchor,3,,,1,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,getRotationAnchor,3,,,1,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,getAngle,3,,,1,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,getWidthType,3,,,1,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,getWidthRatio,3,,,1,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,equals_Object,28,,,9,,,
javaProjects\chart\axis\CategoryLabelPosition.java,CategoryLabelPosition,hashCode,7,,,1,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,createUpRotationLabelPositions__angle,,,NaN,,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,createDownRotationLabelPositions__angle,,,NaN,,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,CategoryLabelPositions,6,,,1,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,CategoryLabelPositions_CategoryLabelPosition_CategoryLabelPosition_CategoryLabelPosition_right,,,NaN,,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,getLabelPosition_RectangleEdge,16,,,5,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,replaceTopPosition__base,_top,,,NaN,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,replaceBottomPosition__base,_bottom,,,NaN,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,replaceLeftPosition__base,_left,,,NaN,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,replaceRightPosition__base,_right,,,NaN,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,equals_Object,23,,,7,,,
javaProjects\chart\axis\CategoryLabelPositions.java,CategoryLabelPositions,hashCode,8,,,1,,,
javaProjects\chart\axis\CategoryTick.java,CategoryTick,CategoryTick_Comparable<?>_TextBlock_TextBlockAnchor_TextAnchor_angle,,,NaN,,,,
javaProjects\chart\axis\CategoryTick.java,CategoryTick,getCategory,3,,,1,,,
javaProjects\chart\axis\CategoryTick.java,CategoryTick,getLabel,3,,,1,,,
javaProjects\chart\axis\CategoryTick.java,CategoryTick,getLabelAnchor,3,,,1,,,
javaProjects\chart\axis\CategoryTick.java,CategoryTick,equals_Object,19,,,6,,,
javaProjects\chart\axis\CategoryTick.java,CategoryTick,hashCode,7,,,1,,,
javaProjects\chart\axis\CompassFormat.java,CompassFormat,CompassFormat,3,,,1,,,
javaProjects\chart\axis\CompassFormat.java,CompassFormat,CompassFormat_String_String_String_String,6,,,1,,,
javaProjects\chart\axis\CompassFormat.java,CompassFormat,CompassFormat_String[],9,,,2,,,
javaProjects\chart\axis\CompassFormat.java,CompassFormat,getDirectionCode_double,8,,,2,,,
javaProjects\chart\axis\CompassFormat.java,CompassFormat,format_double_StringBuffer_FieldPosition,,,NaN,,,,
javaProjects\chart\axis\CompassFormat.java,CompassFormat,format_long_StringBuffer_FieldPosition,,,NaN,,,,
